hyphothesis,label,premise
204,"경품으로는 특급호텔 숙박권 30만원권, 신세계백화점 상품권 30만원권, [Company] 인버터 제습기 18L, 다이슨 쿨 선풍기 타워형, 스타벅스 아메리카노 1잔이 준비되어 있습니다.",neutral,"경품으로는 특급호텔 숙박권 50만원권, 신세계백화점 상품권 50만원권, [Company] 인버터 제습기 18L, 다이슨 쿨 선풍기 타워형, 스타벅스 아메리카노 1잔이 준비되어 있습니다."
205,"경품으로는 특급호텔 VIP룸 1박권, 롯데백화점 상품권 50만원권, [Company] 제습기 18L, 다이슨 쿨 선풍기 타워형, 스타벅스 아메리카노 1잔이 준비되어 있습니다.",contradiction,"경품으로는 특급호텔 숙박권 50만원권, 신세계백화점 상품권 50만원권, [Company] 인버터 제습기 18L, 다이슨 쿨 선풍기 타워형, 스타벅스 아메리카노 1잔이 준비되어 있습니다."
206,"경품 추첨은 3명에게만 진행되고, 상위 당첨 고객을 제외한 모든 참여자에게는 경품이 제공되지 않습니다.",entailment,"①~④번 경품은 각각 3명에게 추첨되며, ⑤번 경품은 상위 당첨 고객을 제외한 모든 참여자에게 제공됩니다."
207,"경품 추첨은 3명에게만 진행되고, 상위 당첨 고객을 제외한 모든 참여자에게는 다른 혜택이 제공됩니다.",neutral,"①~④번 경품은 각각 3명에게 추첨되며, ⑤번 경품은 상위 당첨 고객을 제외한 모든 참여자에게 제공됩니다."
208,"경품 추첨은 3명 이외의 사람들에게도 진행되며, 상위 당첨 고객을 제외한 모든 참여자에게는 경품이 제공됩니다.",contradiction,"①~④번 경품은 각각 3명에게 추첨되며, ⑤번 경품은 상위 당첨 고객을 제외한 모든 참여자에게 제공됩니다."
209,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 없습니다.,contradiction,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있습니다.
210,"이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있지만, 자세한 내용은 없습니다.",neutral,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있습니다.
211,"이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있으며, 상세한 내용도 함께 제공됩니다.",entailment,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있습니다.
212,"모니모 운세톡톡을 통해 팔자가 필지 알아보고, 팔자피자, 어깨피자, 웃음꽃피자를 즐길 수 있습니다.",entailment,"또한, '모니모 운세톡톡'을 통해 언제 팔자가 필지 알아보고, 팔자피자, 어깨피자, 웃음꽃피자를 즐길 수도 있습니다."
213,"모니모 운세톡톡을 통해 언제 팔자가 필지 알아보고, 피자를 즐길 수도 있습니다.",neutral,"또한, '모니모 운세톡톡'을 통해 언제 팔자가 필지 알아보고, 팔자피자, 어깨피자, 웃음꽃피자를 즐길 수도 있습니다."
214,"모니모 운세톡톡을 통해 언제 팔자가 필지 알아보고, 피자를 즐길 수 없습니다.",contradiction,"또한, '모니모 운세톡톡'을 통해 언제 팔자가 필지 알아보고, 팔자피자, 어깨피자, 웃음꽃피자를 즐길 수도 있습니다."
215,"이 이벤트는 [Company]와 관련이 있으며, 모니모에서 주관합니다.",entailment,"이 이벤트는 [Company]와 무관하며, 모니모에서 주관합니다."
216,이 이벤트는 [Company]와는 상관없이 다른 회사에서 주관합니다.,neutral,"이 이벤트는 [Company]와 무관하며, 모니모에서 주관합니다."
217,"이 이벤트는 [Company]와 관련이 없으며, 모니모가 아닌 다른 곳에서 주관합니다.",contradiction,"이 이벤트는 [Company]와 무관하며, 모니모에서 주관합니다."
218,KB은행에서는 원하는 음료를 골라 마시는 이벤트를 진행하고 있습니다.,entailment,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 진행하고 있습니다.
219,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 취소하였습니다.,neutral,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 진행하고 있습니다.
220,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 진행하지 않습니다.,contradiction,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 진행하고 있습니다.
221,KB로 자동납부를 하면 1만원 상당의 간식 쿠폰을 받을 수 있습니다.,entailment,이벤트에 참여하면 KB로 자동납부를 하면 1만원 상당의 간식 쿠폰을 드립니다.
222,이벤트에 참여하면 1만원 상당의 간식 쿠폰을 받을 수 있습니다.,neutral,이벤트에 참여하면 KB로 자동납부를 하면 1만원 상당의 간식 쿠폰을 드립니다.
223,KB로 자동납부를 하면 1만원 상당의 음료 쿠폰을 받을 수 있습니다.,contradiction,이벤트에 참여하면 KB로 자동납부를 하면 1만원 상당의 간식 쿠폰을 드립니다.
224,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하지 않아도 경품을 지급받을 수 있습니다.",neutral,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하여 출금 완료 시 경품을 지급받는 것입니다."
225,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하여 출금 완료 시 경품을 지급받을 수 없습니다.",contradiction,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하여 출금 완료 시 경품을 지급받는 것입니다."
226,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 수동납부를 등록하여 출금 완료 시 경품을 지급받는 것입니다.",entailment,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하여 출금 완료 시 경품을 지급받는 것입니다."
227,"경품으로는 스타벅스, 빽다방, 이디야 모바일 상품권, 7-Eleven 모바일 금액권 중 한 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다.",entailment,"경품으로는 배스킨라빈스, 파리바게뜨, GS25 모바일 상품권, CU 모바일 금액권 중 한 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다."
228,"경품으로는 배스킨라빈스, 파리바게뜨, GS25 모바일 상품권, CU 모바일 금액권 중 두 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다.",neutral,"경품으로는 배스킨라빈스, 파리바게뜨, GS25 모바일 상품권, CU 모바일 금액권 중 한 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다."
229,"경품으로는 스타벅스, 빽다방, 이디야 모바일 상품권, 7-Eleven 모바일 금액권 중 한 가지를 선택할 수 없으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다.",contradiction,"경품으로는 배스킨라빈스, 파리바게뜨, GS25 모바일 상품권, CU 모바일 금액권 중 한 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다."
230,카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 없습니다.,contradiction,"또한, 카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있으며, 챗봇과 상담도 가능합니다."
231,"카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있지만, 챗봇과 상담은 불가능합니다.",neutral,"또한, 카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있으며, 챗봇과 상담도 가능합니다."
232,"카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있고, 챗봇과 상담도 가능합니다.",entailment,"또한, 카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있으며, 챗봇과 상담도 가능합니다."
233,KB은행에서 진행하는 이벤트에 대한 자세한 내용은 어디에서 확인할 수 있나요?,entailment,"이벤트에 대한 자세한 내용은 이벤트 페이지에서 확인할 수 있으며, 이벤트는 KB은행 고객을 대상으로 진행되며, 상품 가입 전에는 상품 설명서와 약관을 필독해야 합니다."
234,이벤트 페이지에서 확인할 수 있는 내용은 무엇인가요?,neutral,"이벤트에 대한 자세한 내용은 이벤트 페이지에서 확인할 수 있으며, 이벤트는 KB은행 고객을 대상으로 진행되며, 상품 가입 전에는 상품 설명서와 약관을 필독해야 합니다."
235,"이벤트에 대한 자세한 내용은 이벤트 페이지에서 확인할 수 있지만, 상품 가입 전에는 상품 설명서와 약관을 필독하지 않아도 됩니다.",contradiction,"이벤트에 대한 자세한 내용은 이벤트 페이지에서 확인할 수 있으며, 이벤트는 KB은행 고객을 대상으로 진행되며, 상품 가입 전에는 상품 설명서와 약관을 필독해야 합니다."
236,KB은행은 상품 계약체결을 권유할 때 고객에게 설명을 제공합니다.,entailment,"또한, KB은행은 상품 계약체결을 권유하는 경우에도 고객이 이해할 수 있도록 설명을 받을 권리가 있으며, 이벤트는 KB은행의 사정에 따라 변경 또는 중단될 수 있습니다."
237,KB은행은 상품 계약체결을 권유할 때 고객에게 설명을 제공하지 않습니다.,neutral,"또한, KB은행은 상품 계약체결을 권유하는 경우에도 고객이 이해할 수 있도록 설명을 받을 권리가 있으며, 이벤트는 KB은행의 사정에 따라 변경 또는 중단될 수 있습니다."
238,KB은행은 상품 계약체결을 권유할 때 고객에게 잘못된 정보를 제공합니다.,contradiction,"또한, KB은행은 상품 계약체결을 권유하는 경우에도 고객이 이해할 수 있도록 설명을 받을 권리가 있으며, 이벤트는 KB은행의 사정에 따라 변경 또는 중단될 수 있습니다."
239,KB은행 고객센터에 문의하면 이벤트에 대한 안내를 받을 수 있습니다.,entailment,이벤트에 대한 문의는 KB은행 고객센터로 연락하면 됩니다.
240,이벤트에 대한 문의는 다른 곳에서 해야 합니다.,neutral,이벤트에 대한 문의는 KB은행 고객센터로 연락하면 됩니다.
241,KB은행 고객센터에 문의하면 이벤트에 대한 안내를 받을 수 없습니다.,contradiction,이벤트에 대한 문의는 KB은행 고객센터로 연락하면 됩니다.
242,"이벤트는 준법감시인의 승인을 받았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다.",entailment,"이벤트는 준법감시인의 심의를 받았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다."
243,"이벤트는 준법감시인의 심의를 받았으며, 유효기간은 2023년 10월 12일부터 2023년 12월 31일까지입니다.",neutral,"이벤트는 준법감시인의 심의를 받았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다."
244,"이벤트는 준법감시인의 승인을 받지 않았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다.",contradiction,"이벤트는 준법감시인의 심의를 받았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다."
245,은행에서는 오늘 단 하루 동안 [Company] 회원가입만 하면 아아 1+1 이벤트를 진행합니다.,entailment,은행에서는 오늘 단 하루 동안 [Company] 로그인만 하면 아아 1+1 이벤트를 진행합니다.
246,은행에서는 오늘 단 하루 동안 [Company] 로그인을 하지 않아도 아아 1+1 이벤트를 진행합니다.,neutral,은행에서는 오늘 단 하루 동안 [Company] 로그인만 하면 아아 1+1 이벤트를 진행합니다.
247,은행에서는 오늘 단 하루 동안 [Company] 로그인만 하면 아아 2+1 이벤트를 진행합니다.,contradiction,은행에서는 오늘 단 하루 동안 [Company] 로그인만 하면 아아 1+1 이벤트를 진행합니다.
248,이벤트에 참여하시면 메가MGC커피 HOT 아메리카노 모바일 쿠폰 2매를 드립니다.,entailment,이벤트에 참여하시면 메가MGC커피 ICE 아메리카노 모바일 쿠폰 2매를 드립니다.
249,이벤트에 참여하시면 메가MGC커피 ICE 아메리카노 모바일 쿠폰 1매를 드립니다.,neutral,이벤트에 참여하시면 메가MGC커피 ICE 아메리카노 모바일 쿠폰 2매를 드립니다.
250,이벤트에 참여하시면 메가MGC커피 HOT 아메리카노 모바일 쿠폰 1매를 드립니다.,contradiction,이벤트에 참여하시면 메가MGC커피 ICE 아메리카노 모바일 쿠폰 2매를 드립니다.
251,"이벤트는 23일에 시작되었고, 쿠폰은 8월 16일에 적립됩니다.",entailment,"이벤트 기간은 23.07.28(금)이며, 쿠폰 적립일은 2023.08.16(수)입니다."
252,이벤트 기간은 23.07.28(금)부터 2023.08.16(수)까지입니다.,neutral,"이벤트 기간은 23.07.28(금)이며, 쿠폰 적립일은 2023.08.16(수)입니다."
253,"이벤트 기간은 23.07.28(금)이지만, 쿠폰 적립일은 2023.08.16(수)이 아닙니다.",contradiction,"이벤트 기간은 23.07.28(금)이며, 쿠폰 적립일은 2023.08.16(수)입니다."
254,쿠폰은 [Company] 앱의 메인화면에서 확인하실 수 있습니다.,entailment,쿠폰은 [Company] 앱의 쿠폰함에서 확인하실 수 있습니다.
255,쿠폰은 [Company] 앱의 이벤트 페이지에서 확인하실 수 있습니다.,neutral,쿠폰은 [Company] 앱의 쿠폰함에서 확인하실 수 있습니다.
256,쿠폰은 [Company] 앱의 쿠폰함이 아닌 다른 곳에서 확인하실 수 있습니다.,contradiction,쿠폰은 [Company] 앱의 쿠폰함에서 확인하실 수 있습니다.
257,이벤트에 참여하시려면 [URL]로 회원가입을 먼저 해야합니다.,entailment,이벤트에 참여하시려면 [URL]로 바로 로그인해주세요.
258,이벤트에 참여하시려면 [URL]로 바로 로그인하지 않아도 됩니다.,neutral,이벤트에 참여하시려면 [URL]로 바로 로그인해주세요.
259,이벤트에 참여하시려면 [URL]로 바로 로그인하지 말아야 합니다.,contradiction,이벤트에 참여하시려면 [URL]로 바로 로그인해주세요.
260,은행에서는 디지털 금융 서비스를 제공하고 있습니다.,entailment,은행에서는 언택트 시대에 맞춰서 두 가지 필수 금융서비스를 소개하고 있습니다.
261,은행에서는 음식 배달 서비스를 제공하고 있습니다.,neutral,은행에서는 언택트 시대에 맞춰서 두 가지 필수 금융서비스를 소개하고 있습니다.
262,은행에서는 현금 서비스를 제공하고 있지 않습니다.,contradiction,은행에서는 언택트 시대에 맞춰서 두 가지 필수 금융서비스를 소개하고 있습니다.
263,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 동시에 이용할 수 있습니다.",entailment,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 한 번에 이용할 수 있습니다."
264,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 별도로 이용할 수 있습니다.",neutral,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 한 번에 이용할 수 있습니다."
265,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 동시에 이용할 수 없습니다.",contradiction,"이 서비스를 이용하면 카드, [Company]금융투자, [Company]생명의 금융서비스를 한 번에 이용할 수 있습니다."
266,이 서비스를 등록하면 은행 이용이 편리해집니다.,entailment,"이 서비스를 등록하면 은행을 한 번에 이용할 수 있고, 잔고 확인도 가능합니다."
267,이 서비스를 등록하면 은행 이용이 불편해집니다.,contradiction,"이 서비스를 등록하면 은행을 한 번에 이용할 수 있고, 잔고 확인도 가능합니다."
268,이 서비스를 등록하면 은행 이용과는 관련이 없습니다.,neutral,"이 서비스를 등록하면 은행을 한 번에 이용할 수 있고, 잔고 확인도 가능합니다."
269,송금 수수료를 면제받을 수 있는 이벤트도 있습니다.,entailment,"또한, 송금 수수료 면제와 다양한 할인 쿠폰 이벤트도 제공됩니다."
270,다양한 할인 쿠폰을 사용할 수 있는 이벤트도 있습니다.,entailment,"또한, 송금 수수료 면제와 다양한 할인 쿠폰 이벤트도 제공됩니다."
271,송금 수수료를 지불해야 하는 이벤트도 있습니다.,contradiction,"또한, 송금 수수료 면제와 다양한 할인 쿠폰 이벤트도 제공됩니다."
272,"카드는 부보금융기관이며, [Company]금융그룹 관계사들은 상호채무를 보증합니다.",entailment,"카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 상호채무를 보증하지 않습니다."
273,"카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 서로의 채무를 보증합니다.",neutral,"카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 상호채무를 보증하지 않습니다."
274,"카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 상호채무를 보증합니다.",contradiction,"카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 상호채무를 보증하지 않습니다."
275,홈페이지를 방문하면 자세한 사항을 확인할 수 있습니다.,entailment,자세한 사항은 홈페이지를 참조하거나 가까운 영업점으로 문의해주세요.
276,가까운 영업점에서는 자세한 사항을 알려주지 않습니다.,neutral,자세한 사항은 홈페이지를 참조하거나 가까운 영업점으로 문의해주세요.
277,홈페이지를 참조하거나 가까운 영업점으로 문의하지 않아도 됩니다.,contradiction,자세한 사항은 홈페이지를 참조하거나 가까운 영업점으로 문의해주세요.
278,은행에서는 청년을 위한 대출 상품을 소개하고 있습니다.,neutral,은행에서는 청년을 위한 저축 상품인 '청년저축왕 적금'을 소개하고 있습니다.
279,은행에서는 청년을 위한 예금 상품을 소개하고 있습니다.,entailment,은행에서는 청년을 위한 저축 상품인 '청년저축왕 적금'을 소개하고 있습니다.
280,은행에서는 청년을 위한 신용카드 상품을 소개하고 있습니다.,neutral,은행에서는 청년을 위한 저축 상품인 '청년저축왕 적금'을 소개하고 있습니다.
281,"이 상품은 6개월, 12개월, 24개월 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다.",entailment,"이 상품은 1년, 2년, 3년 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다."
282,"이 상품은 1년, 2년, 3년 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용되지 않습니다.",neutral,"이 상품은 1년, 2년, 3년 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다."
283,"이 상품은 1개월, 2개월, 3개월 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다.",contradiction,"이 상품은 1년, 2년, 3년 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다."
284,"이 상품은 매월 30만원 이하로 적립할 수 있지만, 우대요건을 충족하지 않으면 우대이자를 받을 수 없습니다.",entailment,"이 상품은 월 30만원 이하로 자유롭게 적립할 수 있으며, 우대요건을 충족하면 최대 연 1.3%의 우대이자를 받을 수 있습니다."
285,"이 상품은 매월 50만원 이상으로 적립할 수 있으며, 우대요건을 충족하면 최대 연 1.5%의 우대이자를 받을 수 있습니다.",neutral,"이 상품은 월 30만원 이하로 자유롭게 적립할 수 있으며, 우대요건을 충족하면 최대 연 1.3%의 우대이자를 받을 수 있습니다."
286,"이 상품은 매월 30만원 이하로 적립할 수 있지만, 우대요건을 충족하면 최대 연 1.5%의 우대이자를 받을 수 있습니다.",contradiction,"이 상품은 월 30만원 이하로 자유롭게 적립할 수 있으며, 우대요건을 충족하면 최대 연 1.3%의 우대이자를 받을 수 있습니다."
287,급여클럽에 가입하면 다양한 혜택을 받을 수 있습니다.,entailment,"우대요건으로는 급여클럽 우대, 목돈마련 축하 우대, 입출금 통장 신규 또는 거래중지 계좌 우대, 친구초대 우대가 있습니다."
288,은행에서 제공하는 급여클럽은 매우 인기가 있습니다.,neutral,"우대요건으로는 급여클럽 우대, 목돈마련 축하 우대, 입출금 통장 신규 또는 거래중지 계좌 우대, 친구초대 우대가 있습니다."
289,급여클럽에 가입하면 혜택을 받을 수 없습니다.,contradiction,"우대요건으로는 급여클럽 우대, 목돈마련 축하 우대, 입출금 통장 신규 또는 거래중지 계좌 우대, 친구초대 우대가 있습니다."
290,청년저축왕 적금에 관심이 있으시다면 아래 링크를 통해 상담을 받아보세요.,entailment,[Company]은행의 청년저축왕 적금에 관심이 있으시다면 아래 링크를 통해 바로 가입할 수 있습니다.
291,청년저축왕 적금에 관심이 있으시다면 다른 은행의 상품도 살펴보세요.,neutral,[Company]은행의 청년저축왕 적금에 관심이 있으시다면 아래 링크를 통해 바로 가입할 수 있습니다.
292,청년저축왕 적금에 관심이 있으시다면 다른 은행의 상품을 추천해드립니다.,contradiction,[Company]은행의 청년저축왕 적금에 관심이 있으시다면 아래 링크를 통해 바로 가입할 수 있습니다.
293,상품 가입 전에는 '금융상품 설명서'와 '약관'을 읽지 않아도 됩니다.,contradiction,"또한, 상품 가입 전에는 '금융상품 설명서'와 '약관'을 꼭 읽어보시기 바랍니다."
294,상품 가입 전에는 '금융상품 설명서'와 '약관'을 읽어야 합니다.,entailment,"또한, 상품 가입 전에는 '금융상품 설명서'와 '약관'을 꼭 읽어보시기 바랍니다."
295,상품 가입 후에는 '금융상품 설명서'와 '약관'을 읽어보시기 바랍니다.,neutral,"또한, 상품 가입 전에는 '금융상품 설명서'와 '약관'을 꼭 읽어보시기 바랍니다."
296,은행은행은 귀하의 예금을 보호하지 않습니다.,contradiction,"은행은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호해드리며, 고객상담센터 XXXX-XXXX로 문의하실 수 있습니다."
297,은행은행은 귀하의 예금을 5천만원까지 보호해드립니다.,entailment,"은행은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호해드리며, 고객상담센터 XXXX-XXXX로 문의하실 수 있습니다."
298,은행은행은 귀하의 예금을 3천만원까지 보호해드립니다.,neutral,"은행은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호해드리며, 고객상담센터 XXXX-XXXX로 문의하실 수 있습니다."
299,신세계면세점에서는 음식 면세쇼핑을 즐길 수 있습니다.,neutral,이번 여행에서는 신세계면세점에서 화장품 면세쇼핑을 즐길 수 있습니다.
300,이번 여행에서는 신세계면세점에서 의류 면세쇼핑을 즐길 수 있습니다.,entailment,이번 여행에서는 신세계면세점에서 화장품 면세쇼핑을 즐길 수 있습니다.
301,이번 여행에서는 신세계면세점에서 화장품 면세쇼핑을 할 수 없습니다.,contradiction,이번 여행에서는 신세계면세점에서 화장품 면세쇼핑을 즐길 수 있습니다.
302,구매한 뷰티 상품에는 3만원 상당의 미샤 마스크팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 2만원 추가할인 혜택을 받을 수 있습니다.,entailment,구매한 뷰티 상품에는 5만원 상당의 설화수 옥용팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 1만원 추가할인 혜택을 받을 수 있습니다.
303,구매한 뷰티 상품에는 10만원 상당의 미샤 마스크팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 1만원 추가할인 혜택을 받을 수 있습니다.,neutral,구매한 뷰티 상품에는 5만원 상당의 설화수 옥용팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 1만원 추가할인 혜택을 받을 수 있습니다.
304,구매한 뷰티 상품에는 5만원 상당의 설화수 옥용팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 2만원 추가할인 혜택을 받을 수 있습니다.,contradiction,구매한 뷰티 상품에는 5만원 상당의 설화수 옥용팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 1만원 추가할인 혜택을 받을 수 있습니다.
305,혜택 1을 받으려면 120달러 이상을 구매해야 합니다.,entailment,"혜택 1은 120달러 이상 구매 시 설화수 옥용팩 본품과 추가 1만원 포인트를 받을 수 있고, 혜택 2는 29달러 이상 구매 시 스페셜 기프트를 증정합니다."
306,혜택 1을 받으려면 100달러 이상을 구매해야 합니다.,neutral,"혜택 1은 120달러 이상 구매 시 설화수 옥용팩 본품과 추가 1만원 포인트를 받을 수 있고, 혜택 2는 29달러 이상 구매 시 스페셜 기프트를 증정합니다."
307,혜택 1을 받으려면 150달러 이상을 구매해야 합니다.,contradiction,"혜택 1은 120달러 이상 구매 시 설화수 옥용팩 본품과 추가 1만원 포인트를 받을 수 있고, 혜택 2는 29달러 이상 구매 시 스페셜 기프트를 증정합니다."
308,이벤트는 6월 26일부터 7월 1일까지 진행됩니다.,entailment,"이벤트 기간은 6월 26일부터 6월 30일까지이며, 재고 소진 시 조기 종료될 수 있습니다."
309,이벤트 기간은 7월 1일부터 7월 5일까지입니다.,neutral,"이벤트 기간은 6월 26일부터 6월 30일까지이며, 재고 소진 시 조기 종료될 수 있습니다."
310,"이벤트 기간은 6월 26일부터 6월 30일까지이며, 재고 소진 시 조기 종료되지 않을 수도 있습니다.",contradiction,"이벤트 기간은 6월 26일부터 6월 30일까지이며, 재고 소진 시 조기 종료될 수 있습니다."
311,은행에서는 고객의 생일을 축하하기 위해 생일 선물을 제공하고 있습니다.,entailment,은행에서는 고객의 생일을 축하하기 위해 생일 선물 쿠폰을 제공하고 있습니다.
312,은행에서는 고객의 생일을 축하하기 위해 생일 선물을 제공하지 않습니다.,neutral,은행에서는 고객의 생일을 축하하기 위해 생일 선물 쿠폰을 제공하고 있습니다.
313,은행에서는 고객의 생일을 축하하기 위해 생일 선물을 제공하지 않고 있습니다.,contradiction,은행에서는 고객의 생일을 축하하기 위해 생일 선물 쿠폰을 제공하고 있습니다.
314,이 앱을 사용하면 1만원권의 쿠폰을 받을 수 있습니다.,entailment,"이 쿠폰은 [Service] 앱을 통해 받을 수 있으며, 1만원권의 쿠폰이 제공됩니다."
315,"이 쿠폰은 [Service] 앱을 통해 받을 수 없으며, 다른 방법으로 받아야 합니다.",neutral,"이 쿠폰은 [Service] 앱을 통해 받을 수 있으며, 1만원권의 쿠폰이 제공됩니다."
316,"이 쿠폰은 [Service] 앱을 통해 받을 수 있지만, 1만원권의 쿠폰은 제공되지 않습니다.",contradiction,"이 쿠폰은 [Service] 앱을 통해 받을 수 있으며, 1만원권의 쿠폰이 제공됩니다."
317,쿠폰은 2023년 9월 22일까지 사용 가능합니다.,entailment,"쿠폰의 유효기간은 2023년 9월 22일까지이며, 유효기간이 지난 후에는 사용이 불가능합니다."
318,쿠폰의 유효기간은 2023년 9월 23일부터입니다.,neutral,"쿠폰의 유효기간은 2023년 9월 22일까지이며, 유효기간이 지난 후에는 사용이 불가능합니다."
319,"쿠폰의 유효기간은 2023년 9월 22일까지이며, 유효기간이 지난 후에도 사용이 가능합니다.",contradiction,"쿠폰의 유효기간은 2023년 9월 22일까지이며, 유효기간이 지난 후에는 사용이 불가능합니다."
320,생일선물을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '쿠폰 받기'를 클릭해야 합니다.,entailment,"쿠폰을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '생일선물 받기'를 클릭해야 하며, 이벤트 응모는 1인 1회로 제한됩니다."
321,이벤트 응모는 1인 2회로 제한됩니다.,neutral,"쿠폰을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '생일선물 받기'를 클릭해야 하며, 이벤트 응모는 1인 1회로 제한됩니다."
322,쿠폰을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '생일선물 받기'를 클릭하지 않아야 합니다.,contradiction,"쿠폰을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '생일선물 받기'를 클릭해야 하며, 이벤트 응모는 1인 1회로 제한됩니다."
323,앱을 최신 버전으로 업데이트해야 정상적으로 작동합니다.,entailment,"또한, [Service] 앱의 최신 버전을 사용해야 정상적으로 작동하며, 휴대전화 기종에 따라 링크 접속이 지연될 수 있으므로 문의가 필요한 경우 고객센터로 연락해야 합니다."
324,링크 접속이 지연되지 않는 휴대전화 기종을 사용해야 합니다.,neutral,"또한, [Service] 앱의 최신 버전을 사용해야 정상적으로 작동하며, 휴대전화 기종에 따라 링크 접속이 지연될 수 있으므로 문의가 필요한 경우 고객센터로 연락해야 합니다."
325,고객센터로 연락하지 않아도 문의사항을 해결할 수 있습니다.,contradiction,"또한, [Service] 앱의 최신 버전을 사용해야 정상적으로 작동하며, 휴대전화 기종에 따라 링크 접속이 지연될 수 있으므로 문의가 필요한 경우 고객센터로 연락해야 합니다."
326,은행에서 안내 메시지를 받은 고객은 이벤트에 참여할 수 있습니다.,entailment,"이벤트는 은행으로부터 안내 메시지를 받은 고객에게만 적용되며, 은행의 사정에 따라 변경 또는 중단될 수 있습니다."
